id,comment,validity
comment-0556,"i missed it earlier, when are you doing another charity stream?",True
comment-0557,quick question for you: how often do you take breaks while streaming?,True
comment-0558,lmao,False
comment-0559,🏆🏆,False
comment-0560,chat keeps asking who made the emotes for your channel?,True
comment-0561,did you already say what lights are you using for the stream?,True
comment-0562,not sure if someone asked already but what camera are you using right now?,True
comment-0563,"if you have time later, quick question: why did you pick this game today?",True
comment-0564,did you already say how do we join your discord server?,True
comment-0565,qweoiu asdjk zmxn,False
comment-0566,where do you find music that is safe to stream btw?,True
comment-0567,what keyboard and switches are you using btw?,True
comment-0568,did you already say what advice would you give a new streamer?,True
comment-0569,did you already say what do you use to edit your videos?,True
comment-0570,random question but what are you drinking on stream today?,True
comment-0571,"if you have time later, quick question: when are you doing another charity stream?",True
comment-0572,who made the emotes for your channel btw?,True
comment-0573,hey what camera are you using right now?,True
comment-0574,🥳🎊,False
comment-0575,hey what processor are you gaming and streaming on?,True
comment-0576,wait what graphics card is in your computer?,True
comment-0577,what computer upgrade helped your stream most?,True
comment-0578,quick question for you: where do you post your stream highlights?,True
comment-0579,"before you move on, what microphone are you using today?",True
comment-0580,lel,False
comment-0581,"been wondering all stream, what microphone are you using today?",True
comment-0582,"if you have time later, quick question: what days do you normally go live?",True
comment-0583,"i have been trying to figure this out for myself, so i wanted to ask: where do you post your stream highlights?",True
comment-0584,quick question for you: are you planning any streams with other creators?,True
comment-0585,hey when are you doing another charity stream?,True
comment-0586,what playlist is playing in the background?,True
comment-0587,i have been watching for a while and i am genuinely curious: what computer upgrade helped your stream most?,True
comment-0588,"i missed it earlier, how did you set up your streaming desk?",True
comment-0589,where do you post your stream highlights?,True
comment-0590,🚀🚀,False
comment-0591,pog,False
comment-0592,that was wild,False
comment-0593,yo when are you doing viewer games again?,True
comment-0594,hey where did you get your stream alert sounds?,True
comment-0595,how much memory does your streaming computer have?,True
comment-0596,wait what camera are you using right now?,True
comment-0597,how did you set up your streaming desk btw?,True
comment-0598,quick question for you: did you make this stream overlay yourself?,True
comment-0599,yo what playlist is playing in the background?,True
comment-0600,what microphone are you using today btw?,True
comment-0601,yo what weapons are you running for this build?,True
comment-0602,did you already say what controller settings are you using here?,True
comment-0603,🤣🤣,False
comment-0604,i have been watching for a while and i am genuinely curious: how do you organize all your OBS scenes?,True
comment-0605,very cool stream,False
comment-0606,nice,False
comment-0607,what advice would you give a new streamer btw?,True
comment-0608,😂🔥,False
comment-0609,do you warm up your voice before streaming?,True
comment-0610,!!! ??? ...,False
comment-0611,did you already say what weapons are you running for this build?,True
comment-0612,did you already say what upload speed do you stream with?,True
comment-0613,did you already say what game are you playing after this one?,True
comment-0614,are you planning any streams with other creators?,True
comment-0615,rofl,False
comment-0616,hey what bitrate are you streaming at today?,True
comment-0617,🏆🏆,False
comment-0618,not sure if someone asked already but what processor are you gaming and streaming on?,True
comment-0619,lmao,False
comment-0620,"i missed it earlier, what graphics settings are you playing with?",True
comment-0621,"i have been trying to figure this out for myself, so i wanted to ask: what chair do you use for long streams?",True
comment-0622,yo are you planning any streams with other creators?,True
comment-0623,did you already say what difficulty are you playing this on?,True
comment-0624,"if you have time later, quick question: when are you doing viewer games again?",True
comment-0625,how often do you take breaks while streaming?,True
comment-0626,"i missed it earlier, how do you organize all your OBS scenes?",True
comment-0627,"been wondering all stream, where did you get your stream alert sounds?",True
comment-0628,🎉🎉,False
comment-0629,what game are you playing after this one btw?,True
comment-0630,did you already say how do you keep your computer cool while streaming?,True
comment-0631,quick question for you: what graphics card is in your computer?,True
comment-0632,hey what days do you normally go live?,True
comment-0633,not sure if someone asked already but what chair do you use for long streams?,True
comment-0634,wait what microphone are you using today?,True
comment-0635,🤯🤯,False
comment-0636,did you already say what goals are you working toward this month?,True
comment-0637,"been wondering all stream, what bitrate are you streaming at today?",True
comment-0638,why did you pick this game today?,True
comment-0639,did you already say where did you get your stream alert sounds?,True
comment-0640,what bitrate are you streaming at today btw?,True
comment-0641,great play,False
comment-0642,wait when are you doing viewer games again?,True
comment-0643,wait how do we join your discord server?,True
comment-0644,"been wondering all stream, are you entering any tournaments for this game?",True
comment-0645,chat keeps asking what computer upgrade helped your stream most?,True
comment-0646,🎮🎮,False
comment-0647,wait what bitrate are you streaming at today?,True
comment-0648,random question but did you make this stream overlay yourself?,True
comment-0649,where did you get your stream alert sounds?,True
comment-0650,wait what computer upgrade helped your stream most?,True
comment-0651,"if you have time later, quick question: what chair do you use for long streams?",True
comment-0652,what monitor do you use for gaming btw?,True
comment-0653,what camera are you using right now?,True
comment-0654,"before you move on, what snacks do you eat during long streams?",True
comment-0655,i have been watching for a while and i am genuinely curious: where do you find music that is safe to stream?,True
comment-0656,i have been watching for a while and i am genuinely curious: what microphone are you using today?,True
comment-0657,not sure if someone asked already but what keyboard and switches are you using?,True
comment-0658,quick question for you: what upload speed do you stream with?,True
comment-0659,not sure if someone asked already but which route are you taking through this map?,True
comment-0660,⭐🌟,False
comment-0661,quick question for you: why did you pick this game today?,True
comment-0662,did you already say what snacks do you eat during long streams?,True
comment-0663,what chair do you use for long streams btw?,True
comment-0664,💀💀💀,False
comment-0665,great play,False
comment-0666,yo what audio interface is your microphone plugged into?,True
comment-0667,did you already say what drive do you save your recordings on?,True
comment-0668,i have been watching for a while and i am genuinely curious: what helped your channel grow the most?,True
comment-0669,what days do you normally go live btw?,True
comment-0670,random question but what processor are you gaming and streaming on?,True
comment-0671,😮😮,False
comment-0672,🔥🔥🔥🔥,False
comment-0673,did you already say when are you doing another charity stream?,True
comment-0674,hey are you planning any streams with other creators?,True
comment-0675,not sure if someone asked already but what computer upgrade helped your stream most?,True
comment-0676,hey where do you post your stream highlights?,True
comment-0677,wait what snacks do you eat during long streams?,True
comment-0678,wait when are you doing another charity stream?,True
comment-0679,random question but what weapons are you running for this build?,True
comment-0680,i have been watching for a while and i am genuinely curious: did you make this stream overlay yourself?,True
comment-0681,"been wondering all stream, what controller settings are you using here?",True
comment-0682,chat keeps asking what lights are you using for the stream?,True
comment-0683,i have been watching for a while and i am genuinely curious: what weapons are you running for this build?,True
comment-0684,blargh snorf glibble,False
comment-0685,"i missed it earlier, what microphone are you using today?",True
comment-0686,"before you move on, how do you keep your computer cool while streaming?",True
comment-0687,"been wondering all stream, how are you planning to beat this boss?",True
comment-0688,not sure if someone asked already but what playlist is playing in the background?,True
comment-0689,👀👀,False
comment-0690,not sure if someone asked already but what bitrate are you streaming at today?,True
comment-0691,nice,False
comment-0692,what audio interface is your microphone plugged into btw?,True
comment-0693,✅✅✅,False
comment-0694,"i have been trying to figure this out for myself, so i wanted to ask: are you planning any streams with other creators?",True
comment-0695,"before you move on, how did you set up your streaming desk?",True
comment-0696,hey what audio interface is your microphone plugged into?,True
comment-0697,did you already say what character build are you going for?,True
comment-0698,"been wondering all stream, what playlist is playing in the background?",True
comment-0699,"i have been trying to figure this out for myself, so i wanted to ask: what computer upgrade helped your stream most?",True
comment-0700,"before you move on, what do you use to edit your videos?",True
comment-0701,random question but where do you find music that is safe to stream?,True
comment-0702,chat keeps asking what days do you normally go live?,True
comment-0703,how often do you take breaks while streaming btw?,True
comment-0704,"been wondering all stream, what days do you normally go live?",True
comment-0705,wait what do you use to edit your videos?,True
comment-0706,"been wondering all stream, what graphics card is in your computer?",True
comment-0707,yo what upload speed do you stream with?,True
comment-0708,💯💯,False
comment-0709,what playlist is playing in the background btw?,True
comment-0710,lol,False
comment-0711,i have been watching for a while and i am genuinely curious: what audio interface is your microphone plugged into?,True
comment-0712,not sure if someone asked already but are you entering any tournaments for this game?,True
comment-0713,"i missed it earlier, what controller settings are you using here?",True
comment-0714,"i have been trying to figure this out for myself, so i wanted to ask: where do you find music that is safe to stream?",True
comment-0715,not sure if someone asked already but when are you doing viewer games again?,True
comment-0716,chat keeps asking when are you doing another charity stream?,True
comment-0717,"been wondering all stream, are you planning any streams with other creators?",True
comment-0718,random question but how do we join your discord server?,True
comment-0719,"if you have time later, quick question: what headphones are you wearing on stream?",True
comment-0720,hey what chair do you use for long streams?,True
comment-0721,"if you have time later, quick question: how did you set up your streaming desk?",True
comment-0722,quick question for you: what chair do you use for long streams?,True
comment-0723,gg everyone,False
comment-0724,"i have been trying to figure this out for myself, so i wanted to ask: what controller settings are you using here?",True
comment-0725,lol,False
comment-0726,"if you have time later, quick question: what character build are you going for?",True
comment-0727,"before you move on, what chair do you use for long streams?",True
comment-0728,that was wild,False
comment-0729,hey how are you planning to beat this boss?,True
comment-0730,"if you have time later, quick question: what drive do you save your recordings on?",True
comment-0731,"i missed it earlier, where do you find music that is safe to stream?",True
comment-0732,"i missed it earlier, did you make this stream overlay yourself?",True
comment-0733,where did you get your stream alert sounds btw?,True
comment-0734,"been wondering all stream, when are you doing another charity stream?",True
comment-0735,😍✨,False
comment-0736,great play,False
comment-0737,chat keeps asking how do you keep your computer cool while streaming?,True
comment-0738,quick question for you: are you entering any tournaments for this game?,True
comment-0739,"before you move on, why did you pick this game today?",True
comment-0740,random question but why did you pick this game today?,True
comment-0741,not sure if someone asked already but where do you post your stream highlights?,True
comment-0742,"i missed it earlier, how do we join your discord server?",True
comment-0743,what mouse sensitivity do you play on btw?,True
comment-0744,❤️❤️❤️,False
comment-0745,how do you keep your computer cool while streaming btw?,True
comment-0746,"been wondering all stream, what monitor do you use for gaming?",True
comment-0747,hey where did you get the decorations behind you?,True
comment-0748,what upload speed do you stream with btw?,True
comment-0749,"i have been trying to figure this out for myself, so i wanted to ask: did you make this stream overlay yourself?",True
comment-0750,i have been watching for a while and i am genuinely curious: what keyboard and switches are you using?,True
comment-0751,hey did you make this stream overlay yourself?,True
comment-0752,chat keeps asking what headphones are you wearing on stream?,True
comment-0753,yo what days do you normally go live?,True
comment-0754,did you already say are you entering any tournaments for this game?,True
comment-0755,"before you move on, what camera are you using right now?",True
comment-0756,chat keeps asking what weapons are you running for this build?,True
comment-0757,"i missed it earlier, what monitor do you use for gaming?",True
comment-0758,random question but where do you post your stream highlights?,True
comment-0759,lmao,False
comment-0760,"before you move on, what drive do you save your recordings on?",True
comment-0761,"if you have time later, quick question: what snacks do you eat during long streams?",True
comment-0762,"i have been trying to figure this out for myself, so i wanted to ask: what difficulty are you playing this on?",True
comment-0763,"i missed it earlier, where did you get the decorations behind you?",True
comment-0764,chat keeps asking what character build are you going for?,True
comment-0765,"i have been trying to figure this out for myself, so i wanted to ask: when are you doing another charity stream?",True
comment-0766,"i have been trying to figure this out for myself, so i wanted to ask: how much memory does your streaming computer have?",True
comment-0767,random question but what days do you normally go live?,True
comment-0768,hey who made the emotes for your channel?,True
comment-0769,"i have been trying to figure this out for myself, so i wanted to ask: what mouse sensitivity do you play on?",True
comment-0770,not sure if someone asked already but where do you find music that is safe to stream?,True
comment-0771,what camera are you using right now btw?,True
comment-0772,hey why did you pick this game today?,True
comment-0773,"i have been trying to figure this out for myself, so i wanted to ask: what monitor do you use for gaming?",True
comment-0774,"been wondering all stream, where do you post your stream highlights?",True
comment-0775,what chair do you use for long streams?,True
comment-0776,"if you have time later, quick question: what difficulty are you playing this on?",True
comment-0777,"before you move on, what difficulty are you playing this on?",True
comment-0778,not sure if someone asked already but what days do you normally go live?,True
comment-0779,did you already say what computer upgrade helped your stream most?,True
comment-0780,"before you move on, how do we join your discord server?",True
comment-0781,chat keeps asking what controller settings are you using here?,True
comment-0782,hey what computer upgrade helped your stream most?,True
comment-0783,!!! ??? ...,False
comment-0784,quick question for you: what computer upgrade helped your stream most?,True
comment-0785,which route are you taking through this map btw?,True
comment-0786,"i missed it earlier, what processor are you gaming and streaming on?",True
comment-0787,quick question for you: what monitor do you use for gaming?,True
comment-0788,chat keeps asking what mouse sensitivity do you play on?,True
comment-0789,👏👏👏,False
comment-0790,hey what drive do you save your recordings on?,True
comment-0791,random question but what helped your channel grow the most?,True
comment-0792,random question but what keyboard and switches are you using?,True
comment-0793,"before you move on, which route are you taking through this map?",True
comment-0794,did you already say what bitrate are you streaming at today?,True
comment-0795,what mouse sensitivity do you play on?,True
comment-0796,random question but what drive do you save your recordings on?,True
comment-0797,chat keeps asking where did you get your stream alert sounds?,True
comment-0798,hey what helped your channel grow the most?,True
comment-0799,quick question for you: do you warm up your voice before streaming?,True
comment-0800,"i have been trying to figure this out for myself, so i wanted to ask: are you entering any tournaments for this game?",True
comment-0801,random question but what mouse sensitivity do you play on?,True
comment-0802,love this game,False
comment-0803,"i missed it earlier, what computer upgrade helped your stream most?",True
comment-0804,😭😭,False
comment-0805,random question but how are you planning to beat this boss?,True
comment-0806,yo where do you find music that is safe to stream?,True
comment-0807,did you already say what are you drinking on stream today?,True
comment-0808,quick question for you: what mouse sensitivity do you play on?,True
comment-0809,"i have been trying to figure this out for myself, so i wanted to ask: what graphics settings are you playing with?",True
comment-0810,when are you doing viewer games again?,True
comment-0811,"before you move on, what playlist is playing in the background?",True
comment-0812,"before you move on, what computer upgrade helped your stream most?",True
comment-0813,what do you use to edit your videos btw?,True
comment-0814,chat keeps asking which route are you taking through this map?,True
comment-0815,did you already say what headphones are you wearing on stream?,True
comment-0816,hey what snacks do you eat during long streams?,True
comment-0817,"i have been trying to figure this out for myself, so i wanted to ask: do you warm up your voice before streaming?",True
comment-0818,quick question for you: how are you planning to beat this boss?,True
comment-0819,what bitrate are you streaming at today?,True
comment-0820,chat keeps asking what graphics settings are you playing with?,True
comment-0821,not sure if someone asked already but what difficulty are you playing this on?,True
comment-0822,"if you have time later, quick question: where do you find music that is safe to stream?",True
comment-0823,random question but what chat rules do your moderators usually enforce?,True
comment-0824,yo where do you post your stream highlights?,True
comment-0825,quick question for you: what headphones are you wearing on stream?,True
comment-0826,"i have been trying to figure this out for myself, so i wanted to ask: what lights are you using for the stream?",True
comment-0827,"i missed it earlier, what upload speed do you stream with?",True
comment-0828,chat keeps asking what drive do you save your recordings on?,True
comment-0829,quick question for you: what controller settings are you using here?,True
comment-0830,"if you have time later, quick question: how often do you take breaks while streaming?",True
comment-0831,not sure if someone asked already but what upload speed do you stream with?,True
comment-0832,wait what mouse sensitivity do you play on?,True
comment-0833,random question but what game are you playing after this one?,True
comment-0834,what character build are you going for?,True
comment-0835,chat keeps asking what processor are you gaming and streaming on?,True
comment-0836,"i missed it earlier, how often do you take breaks while streaming?",True
comment-0837,hey what mouse sensitivity do you play on?,True
comment-0838,hey are you entering any tournaments for this game?,True
comment-0839,"before you move on, where do you post your stream highlights?",True
comment-0840,chat keeps asking what audio interface is your microphone plugged into?,True
comment-0841,😂🔥,False
comment-0842,🥳🎊,False
comment-0843,"if you have time later, quick question: how do we join your discord server?",True
comment-0844,not sure if someone asked already but what helped your channel grow the most?,True
comment-0845,chat keeps asking where do you post your stream highlights?,True
comment-0846,how do we join your discord server?,True
comment-0847,wait who made the emotes for your channel?,True
comment-0848,wait how often do you take breaks while streaming?,True
comment-0849,yo how did you set up your streaming desk?,True
comment-0850,"i have been trying to figure this out for myself, so i wanted to ask: what days do you normally go live?",True
comment-0851,wait what weapons are you running for this build?,True
comment-0852,lel,False
comment-0853,wow,False
comment-0854,very cool stream,False
comment-0855,yo what bitrate are you streaming at today?,True
comment-0856,"if you have time later, quick question: what are you drinking on stream today?",True
comment-0857,quick question for you: what keyboard and switches are you using?,True
comment-0858,wait what processor are you gaming and streaming on?,True
comment-0859,"if you have time later, quick question: what bitrate are you streaming at today?",True
comment-0860,chat keeps asking what microphone are you using today?,True
comment-0861,"i missed it earlier, what helped your channel grow the most?",True
comment-0862,quick question for you: what do you use to edit your videos?,True
comment-0863,"been wondering all stream, what helped your channel grow the most?",True
comment-0864,yo when are you doing another charity stream?,True
comment-0865,asdfgh qwrty zxcvb,False
comment-0866,"i have been trying to figure this out for myself, so i wanted to ask: what headphones are you wearing on stream?",True
comment-0867,i have been watching for a while and i am genuinely curious: where did you get your stream alert sounds?,True
comment-0868,lmao,False
comment-0869,wow,False
comment-0870,yo what graphics settings are you playing with?,True
comment-0871,"been wondering all stream, how much memory does your streaming computer have?",True
comment-0872,quick question for you: what are you drinking on stream today?,True
comment-0873,🤯🤯,False
comment-0874,"i have been trying to figure this out for myself, so i wanted to ask: who made the emotes for your channel?",True
comment-0875,chat keeps asking did you make this stream overlay yourself?,True
comment-0876,i have been watching for a while and i am genuinely curious: what graphics card is in your computer?,True
comment-0877,not sure if someone asked already but where did you get the decorations behind you?,True
comment-0878,did you already say what helped your channel grow the most?,True
comment-0879,"i have been trying to figure this out for myself, so i wanted to ask: what goals are you working toward this month?",True
comment-0880,not sure if someone asked already but what game are you playing after this one?,True
comment-0881,that was wild,False
comment-0882,where do you post your stream highlights btw?,True
comment-0883,random question but what chair do you use for long streams?,True
comment-0884,quick question for you: what audio interface is your microphone plugged into?,True
comment-0885,"i missed it earlier, what are you drinking on stream today?",True
comment-0886,chat keeps asking how do you organize all your OBS scenes?,True
comment-0887,hey what monitor do you use for gaming?,True
comment-0888,very cool stream,False
comment-0889,i have been watching for a while and i am genuinely curious: how often do you take breaks while streaming?,True
comment-0890,!!! ??? ...,False
comment-0891,hey where do you find music that is safe to stream?,True
comment-0892,yo how often do you take breaks while streaming?,True
comment-0893,did you already say what processor are you gaming and streaming on?,True
comment-0894,random question but what difficulty are you playing this on?,True
comment-0895,i have been watching for a while and i am genuinely curious: what lights are you using for the stream?,True
comment-0896,quick question for you: how do you organize all your OBS scenes?,True
comment-0897,yo what advice would you give a new streamer?,True
comment-0898,i have been watching for a while and i am genuinely curious: what days do you normally go live?,True
comment-0899,rofl,False
comment-0900,random question but what snacks do you eat during long streams?,True
comment-0901,where do you find music that is safe to stream?,True
comment-0902,🎮🎮,False
comment-0903,"if you have time later, quick question: what audio interface is your microphone plugged into?",True
comment-0904,"if you have time later, quick question: what playlist is playing in the background?",True
comment-0905,❤️❤️❤️,False
comment-0906,🚀🚀,False
comment-0907,🚀🚀,False
comment-0908,chat keeps asking why did you pick this game today?,True
comment-0909,did you already say are you planning any streams with other creators?,True
comment-0910,chat keeps asking how did you set up your streaming desk?,True
comment-0911,when are you doing another charity stream?,True
comment-0912,qweoiu asdjk zmxn,False
comment-0913,💀💀💀,False
comment-0914,what weapons are you running for this build?,True
comment-0915,quick question for you: what graphics settings are you playing with?,True
comment-0916,"i have been trying to figure this out for myself, so i wanted to ask: what helped your channel grow the most?",True
comment-0917,😍✨,False
comment-0918,"i missed it earlier, which route are you taking through this map?",True
comment-0919,"before you move on, what weapons are you running for this build?",True
comment-0920,chat keeps asking what do you use to edit your videos?,True
comment-0921,wait what playlist is playing in the background?,True
comment-0922,"if you have time later, quick question: do you warm up your voice before streaming?",True
comment-0923,💯💯,False
comment-0924,hey what lights are you using for the stream?,True
comment-0925,what computer upgrade helped your stream most btw?,True
comment-0926,"i missed it earlier, what bitrate are you streaming at today?",True
comment-0927,chat keeps asking do you warm up your voice before streaming?,True
comment-0928,yo what mouse sensitivity do you play on?,True
comment-0929,what weapons are you running for this build btw?,True
comment-0930,random question but how do you organize all your OBS scenes?,True
comment-0931,i have been watching for a while and i am genuinely curious: what chair do you use for long streams?,True
comment-0932,i have been watching for a while and i am genuinely curious: what snacks do you eat during long streams?,True
comment-0933,"i have been trying to figure this out for myself, so i wanted to ask: how do you organize all your OBS scenes?",True
comment-0934,"before you move on, what graphics settings are you playing with?",True
comment-0935,not sure if someone asked already but what drive do you save your recordings on?,True
comment-0936,"if you have time later, quick question: how do you keep your computer cool while streaming?",True
comment-0937,"been wondering all stream, how did you set up your streaming desk?",True
comment-0938,qweoiu asdjk zmxn,False
comment-0939,"been wondering all stream, what mouse sensitivity do you play on?",True
comment-0940,lel,False
comment-0941,random question but how do you keep your computer cool while streaming?,True
comment-0942,"i missed it earlier, do you warm up your voice before streaming?",True
comment-0943,"if you have time later, quick question: what weapons are you running for this build?",True
comment-0944,gg everyone,False
comment-0945,hey what keyboard and switches are you using?,True
comment-0946,how do you keep your computer cool while streaming?,True
comment-0947,so good,False
comment-0948,pog,False
comment-0949,"i have been trying to figure this out for myself, so i wanted to ask: when are you doing viewer games again?",True
comment-0950,🎮🎮,False
comment-0951,wait what difficulty are you playing this on?,True
comment-0952,i have been watching for a while and i am genuinely curious: what upload speed do you stream with?,True
comment-0953,random question but what bitrate are you streaming at today?,True
comment-0954,"been wondering all stream, what upload speed do you stream with?",True
comment-0955,"if you have time later, quick question: what advice would you give a new streamer?",True
comment-0956,what are you drinking on stream today btw?,True
comment-0957,what do you use to edit your videos?,True
comment-0958,i have been watching for a while and i am genuinely curious: what drive do you save your recordings on?,True
comment-0959,love this game,False
comment-0960,hey how do you organize all your OBS scenes?,True
comment-0961,"before you move on, how are you planning to beat this boss?",True
comment-0962,hey how often do you take breaks while streaming?,True
comment-0963,i have been watching for a while and i am genuinely curious: are you planning any streams with other creators?,True
comment-0964,what graphics card is in your computer btw?,True
comment-0965,yo did you make this stream overlay yourself?,True
comment-0966,great play,False
comment-0967,chat keeps asking how much memory does your streaming computer have?,True
comment-0968,gg everyone,False
comment-0969,"i missed it earlier, what goals are you working toward this month?",True
comment-0970,"i missed it earlier, what camera are you using right now?",True
comment-0971,i have been watching for a while and i am genuinely curious: what graphics settings are you playing with?,True
comment-0972,"if you have time later, quick question: who made the emotes for your channel?",True
comment-0973,very cool stream,False
comment-0974,✅✅✅,False
comment-0975,chat keeps asking what monitor do you use for gaming?,True
comment-0976,😂🔥,False
comment-0977,i have been watching for a while and i am genuinely curious: what playlist is playing in the background?,True
comment-0978,"before you move on, what game are you playing after this one?",True
comment-0979,💀💀💀,False
comment-0980,great play,False
comment-0981,that was wild,False
comment-0982,😍✨,False
comment-0983,"before you move on, did you make this stream overlay yourself?",True
comment-0984,zzxxcc vvbbnn,False
comment-0985,what snacks do you eat during long streams btw?,True
comment-0986,wait what days do you normally go live?,True
comment-0987,not sure if someone asked already but who made the emotes for your channel?,True
comment-0988,qweoiu asdjk zmxn,False
comment-0989,wait are you entering any tournaments for this game?,True
comment-0990,quick question for you: what difficulty are you playing this on?,True
comment-0991,"before you move on, what keyboard and switches are you using?",True
comment-0992,"been wondering all stream, how do you organize all your OBS scenes?",True
comment-0993,"been wondering all stream, what snacks do you eat during long streams?",True
comment-0994,what goals are you working toward this month btw?,True
comment-0995,👏👏👏,False
comment-0996,what graphics settings are you playing with?,True
comment-0997,✅✅✅,False
comment-0998,wait what lights are you using for the stream?,True
comment-0999,quick question for you: when are you doing viewer games again?,True
comment-1000,i have been watching for a while and i am genuinely curious: what are you drinking on stream today?,True
